Item_ID,Food_Category,Item_Brand,Packaging_Type,Weight_Grams,Item_Price_INR,Estimated_Calories
FOOD-3606,Dairy,Britannia,Loose_Poly,1000.0,172.12678388847698,
FOOD-9350,Dairy,Amul,Bottle,250.0,541.4436144185707,
FOOD-5781,Bakery,Catch_Spices,Box,500.0,118.05027752812087,150.0
FOOD-4313,Bakery,Catch_Spices,Bottle,500.0,28.02171058101547,150.0
FOOD-8763,Bakery,Amul,Bottle,100.0,692.160680947645,50.0
FOOD-6939,Bakery,Catch_Spices,Packet,1000.0,273.4210771117514,150.0
FOOD-3295,Vegetables,Amul,Box,250.0,133.91069661821555,350.0
FOOD-6685,Bakery,Amul,Packet,250.0,146.44013033918188,50.0
FOOD-2696,Dairy,Amul,Packet,100.0,709.8573612873063,50.0
FOOD-2946,Vegetables,Amul,Loose_Poly,250.0,527.0008108559816,350.0
FOOD-3783,Dairy,Amul,Box,500.0,765.5135506061712,150.0
FOOD-4644,Snacks,Amul,Loose_Poly,500.0,642.031855468546,150.0
FOOD-6241,Bakery,Catch_Spices,Packet,500.0,616.3587211722537,50.0
FOOD-7420,Vegetables,Britannia,Box,500.0,404.85832106431496,50.0
FOOD-8557,Bakery,Catch_Spices,Bottle,250.0,658.435869977855,50.0
FOOD-3645,Bakery,Fortune,Loose_Poly,250.0,335.9955053690628,150.0
FOOD-7589,Vegetables,Amul,Loose_Poly,-200.0,0.0,50.0
FOOD-7353,Dairy,Catch_Spices,Loose_Poly,5000.0,608.615620432827,150.0
FOOD-2932,Bakery,Catch_Spices,Loose_Poly,250.0,545.9665142208803,350.0
FOOD-2757,Dairy,Amul,Packet,500.0,270.47578691113074,50.0
FOOD-6085,Vegetables,Amul,Box,100.0,508.2621934737625,50.0
FOOD-6637,Bakery,Fortune,Packet,100.0,410.3622235723126,150.0
FOOD-2116,Snacks,Fortune,Box,500.0,374.6188648714687,
FOOD-1492,Bakery,Catch_Spices,Loose_Poly,250.0,792.2946033729457,350.0
FOOD-9811,Bakery,Amul,Packet,100.0,408.4742855660714,150.0
FOOD-8888,Dairy,Amul,Bottle,500.0,35.26910226889696,
FOOD-7474,Vegetables,Britannia,Box,1000.0,504.9096165746964,50.0
FOOD-5958,Dairy,Britannia,Packet,1000.0,585.128567571834,150.0
FOOD-3743,Vegetables,Amul,Packet,250.0,709.2952567602277,50.0
FOOD-8866,Bakery,Amul,Packet,250.0,509.8209341110333,
FOOD-8160,Vegetables,Britannia,Packet,100.0,25.371122586821986,50.0
FOOD-6451,Dairy,Fortune,Bottle,500.0,104.5980252908417,150.0
FOOD-6258,Dairy,Amul,Bottle,1000.0,137.3796388348308,50.0
FOOD-9548,Snacks,Britannia,Packet,1000.0,176.8964688912065,150.0
FOOD-8186,Vegetables,Fortune,Loose_Poly,500.0,641.8237487524525,50.0
FOOD-7102,Vegetables,Catch_Spices,Bottle,,254.7104395072455,
FOOD-1619,Vegetables,Amul,Bottle,250.0,256.76623498897993,50.0
FOOD-1882,Bakery,Amul,Packet,250.0,606.9140783724054,50.0
FOOD-9988,Vegetables,Catch_Spices,Bottle,1000.0,335.82489387187127,350.0
FOOD-4642,Vegetables,Amul,Packet,100.0,61.065230243504374,700.0
FOOD-2296,Vegetables,Fortune,Box,250.0,472.24989215090164,
FOOD-9436,Bakery,Britannia,Bottle,100.0,112.75347233867355,50.0
FOOD-3895,Vegetables,Amul,Packet,500.0,461.6147811756515,350.0
FOOD-7593,Vegetables,Britannia,Loose_Poly,500.0,625.9141050213012,50.0
FOOD-1929,Vegetables,Britannia,Bottle,500.0,744.2968134885458,50.0
FOOD-6366,Dairy,Britannia,Packet,500.0,62.97155948989853,
FOOD-9711,Bakery,Amul,Loose_Poly,500.0,250.1336011723676,150.0
FOOD-4212,Dairy,Catch_Spices,Bottle,100.0,525.4465465762937,50.0
FOOD-3409,Snacks,Britannia,Box,250.0,259.2078722473834,150.0
FOOD-9199,Snacks,Britannia,Bottle,5000.0,366.3102328425005,50.0
FOOD-4423,Dairy,Catch_Spices,Packet,100.0,25.871781409993872,
FOOD-7976,Bakery,Britannia,Loose_Poly,100.0,557.8634248678537,
FOOD-8594,Bakery,Fortune,Bottle,250.0,707.79130389449,350.0
FOOD-6158,Bakery,Catch_Spices,Packet,250.0,781.7191217722343,150.0
FOOD-4667,Dairy,Amul,Loose_Poly,250.0,666.1213456750528,150.0
FOOD-6973,Dairy,Britannia,Bottle,250.0,35.103247314863786,
FOOD-7236,Dairy,Catch_Spices,Box,99999.0,524.9646348596796,50.0
FOOD-9277,Bakery,Amul,Box,500.0,401.5708045879571,50.0
FOOD-3468,Vegetables,Amul,Packet,,750.937439638993,50.0
FOOD-7217,Vegetables,Catch_Spices,Packet,500.0,722.6897031082483,350.0
FOOD-4619,Dairy,Fortune,Packet,1000.0,790.5564777619437,
FOOD-2636,Vegetables,Catch_Spices,Box,1000.0,690.9280371667293,150.0
FOOD-9155,Dairy,Amul,Packet,250.0,442.044785747149,50.0
FOOD-4583,Vegetables,Amul,Packet,250.0,574.7714071739834,50.0
FOOD-5009,Vegetables,Amul,Packet,1000.0,772.0950167295666,150.0
FOOD-4326,Snacks,Britannia,Packet,500.0,466.7122149356081,50.0
FOOD-9148,Dairy,Britannia,Bottle,250.0,673.5835577396881,
FOOD-3217,Bakery,Amul,Loose_Poly,100.0,754.3458021364273,50.0
FOOD-5967,Vegetables,Amul,Packet,500.0,460.7247760865472,350.0
FOOD-3369,Vegetables,Britannia,Bottle,100.0,135.73185440333975,50.0
FOOD-4638,Bakery,Britannia,Box,100.0,132.8950805807694,
FOOD-6722,Bakery,Amul,Bottle,250.0,101.10056759268826,150.0
FOOD-5444,Dairy,Catch_Spices,Loose_Poly,250.0,386.2953124172028,
FOOD-8618,Snacks,Amul,Bottle,250.0,389.3118468354759,50.0
FOOD-4947,Snacks,Fortune,Packet,250.0,497.723238813251,50.0
FOOD-2676,Snacks,Catch_Spices,Loose_Poly,,391.46952315538977,50.0
FOOD-2196,Dairy,Britannia,Bottle,100.0,778.7134622323797,50.0
FOOD-3787,Vegetables,Amul,Packet,100.0,240.13554827317284,150.0
FOOD-8432,Dairy,Amul,Packet,250.0,700.3151341802767,
FOOD-8927,Bakery,Catch_Spices,Loose_Poly,100.0,89.2610378175838,50.0
FOOD-4318,Vegetables,Amul,Box,100.0,485.51496564901714,
FOOD-9858,Bakery,Fortune,Bottle,250.0,522.1769217140314,50.0
FOOD-7689,Vegetables,Catch_Spices,Box,100.0,620.0617999953963,
FOOD-3176,Dairy,Catch_Spices,Bottle,100.0,407.38754822670853,50.0
FOOD-4743,Vegetables,Britannia,Packet,1000.0,165.80876674998902,50.0
FOOD-9792,Bakery,Fortune,Box,250.0,301.5081139251176,
FOOD-5422,Vegetables,Catch_Spices,Box,1000.0,225.0075980315471,50.0
FOOD-4824,Bakery,Amul,Bottle,250.0,341.0933573518098,50.0
FOOD-3451,Dairy,Amul,Packet,1000.0,428.67496309303317,50.0
FOOD-1628,Bakery,Amul,Packet,100.0,503.805530188027,50.0
FOOD-8778,Snacks,Amul,Box,500.0,677.6463364842423,50.0
FOOD-4696,Bakery,Catch_Spices,Box,250.0,728.9081536376809,150.0
FOOD-4674,Snacks,Britannia,Bottle,1000.0,375.43921507208063,150.0
FOOD-4929,Vegetables,Catch_Spices,Box,250.0,80.05043551144061,50.0
FOOD-3765,Vegetables,Fortune,Box,1000.0,639.6814997853593,350.0
FOOD-5369,Vegetables,Britannia,Box,250.0,386.9546028609081,350.0
FOOD-9307,Vegetables,Britannia,Packet,500.0,441.6928150832963,
FOOD-5956,Bakery,Amul,Packet,1000.0,480.6773705786213,50.0
FOOD-1692,Vegetables,Catch_Spices,Bottle,99999.0,537.6155294061723,150.0
FOOD-4162,Dairy,Britannia,Packet,500.0,713.1796794256811,
FOOD-2105,Dairy,Britannia,Box,250.0,762.195494216051,50.0
FOOD-4008,Dairy,Amul,Loose_Poly,100.0,752.7337620560465,350.0
FOOD-3161,Dairy,Catch_Spices,Bottle,250.0,649.4762853035971,150.0
FOOD-9345,Bakery,Catch_Spices,Loose_Poly,100.0,712.5013803312042,
FOOD-4699,Vegetables,Britannia,Bottle,100.0,49.22726746920279,150.0
FOOD-4786,Vegetables,Britannia,Bottle,250.0,680.7990064991794,50.0
FOOD-5200,Dairy,Fortune,Bottle,1000.0,67.08953711467939,350.0
FOOD-2913,Bakery,Amul,Packet,,599.4931869931822,50.0
FOOD-6520,Dairy,Amul,Packet,250.0,143.7972610589952,50.0
FOOD-2772,Bakery,Britannia,Bottle,250.0,294.48725219143597,150.0
FOOD-3780,Dairy,Amul,Loose_Poly,1000.0,155.50510653186632,50.0
FOOD-8423,Dairy,Britannia,Bottle,100.0,360.33469294344917,
FOOD-3871,Vegetables,Britannia,Packet,250.0,335.2804806151299,
FOOD-1660,Dairy,Amul,Packet,5000.0,47.969646738467645,50.0
FOOD-7242,Bakery,Amul,Loose_Poly,250.0,666.0933766311724,350.0
FOOD-2132,Vegetables,Amul,Bottle,500.0,684.8073316775959,50.0
FOOD-1699,Vegetables,Amul,Loose_Poly,1000.0,632.1307227639466,
FOOD-8470,Bakery,Britannia,Bottle,100.0,679.6092165527025,150.0
FOOD-7297,Dairy,Britannia,Bottle,99999.0,603.1944378959212,
FOOD-8812,Vegetables,Catch_Spices,Box,1000.0,750.6127118447836,50.0
FOOD-5557,Bakery,Amul,Packet,100.0,465.34987765784604,50.0
FOOD-3179,Vegetables,Catch_Spices,Bottle,250.0,470.2876118030871,50.0
FOOD-9275,Bakery,Amul,Bottle,500.0,689.3288276559013,
FOOD-2422,Vegetables,Britannia,Bottle,1000.0,286.03828190769144,
FOOD-4180,Bakery,Britannia,Box,100.0,49.565059820031095,150.0
FOOD-5316,Dairy,Britannia,Packet,500.0,602.3857623645486,
FOOD-7696,Bakery,Fortune,Bottle,100.0,211.12545173418647,150.0
FOOD-1614,Vegetables,Amul,Packet,1000.0,384.6462915036686,150.0
FOOD-5570,Bakery,Amul,Packet,500.0,199.94747018285437,
FOOD-1270,Dairy,Catch_Spices,Bottle,250.0,663.4017731022768,350.0
FOOD-3468,Dairy,Amul,Packet,500.0,767.0514424127869,
FOOD-4607,Dairy,Amul,Bottle,1000.0,53.468251844464376,150.0
FOOD-4075,Bakery,Amul,Packet,250.0,194.363588856298,50.0
FOOD-1289,Snacks,Amul,Packet,500.0,159.75407781409498,
FOOD-9120,Vegetables,Britannia,Packet,100.0,541.8307750657585,350.0
FOOD-7614,Vegetables,Britannia,Packet,500.0,348.6559358225203,350.0
FOOD-4252,Bakery,Amul,Box,500.0,370.4467141762397,50.0
FOOD-8415,Vegetables,Amul,Bottle,250.0,134.092476660471,50.0
FOOD-7771,Snacks,Fortune,Loose_Poly,500.0,337.6403668085385,350.0
FOOD-1278,Dairy,Fortune,Packet,250.0,249.55034169247216,50.0
FOOD-1580,Bakery,Catch_Spices,Box,1000.0,492.840822589836,50.0
FOOD-5958,Vegetables,Catch_Spices,Bottle,100.0,181.61820070204146,50.0
FOOD-9445,Vegetables,Catch_Spices,Packet,100.0,495.70095948957743,150.0
FOOD-5276,Bakery,Fortune,Box,1000.0,308.4187015685507,150.0
FOOD-8997,Snacks,Britannia,Box,1000.0,283.5727040024331,350.0
FOOD-5776,Snacks,Amul,Bottle,250.0,251.38974098720078,50.0
FOOD-1824,Vegetables,Britannia,Bottle,5000.0,542.3284602804057,150.0
FOOD-4832,Vegetables,Amul,Bottle,500.0,454.3105402920509,
FOOD-9891,Vegetables,Catch_Spices,Packet,-200.0,0.0,150.0
FOOD-6445,Bakery,Britannia,Bottle,250.0,200.87204028455804,50.0
FOOD-2380,Vegetables,Britannia,Box,100.0,41.694467734883986,
FOOD-7534,Vegetables,Amul,Packet,250.0,153.79855065194894,150.0
FOOD-4156,Vegetables,Britannia,Bottle,-200.0,0.0,
FOOD-5307,Vegetables,Amul,Bottle,250.0,151.9274423437297,50.0
FOOD-6634,Snacks,Amul,Box,5000.0,75.97343523002448,50.0
FOOD-9575,Dairy,Amul,Box,500.0,361.81739380395925,150.0
FOOD-6810,Vegetables,Amul,Packet,250.0,544.777594364427,50.0
FOOD-9533,Vegetables,Britannia,Bottle,250.0,603.7409058936422,
FOOD-6934,Vegetables,Britannia,Bottle,500.0,324.99458652769675,
FOOD-4109,Vegetables,Catch_Spices,Bottle,500.0,387.6552296921681,150.0
FOOD-5082,Vegetables,Britannia,Bottle,100.0,606.8216897660924,
FOOD-4240,Bakery,Amul,Box,1000.0,288.6391859435926,150.0
FOOD-7028,Vegetables,Catch_Spices,Box,250.0,629.9653069016983,350.0
FOOD-2849,Vegetables,Britannia,Bottle,1000.0,774.2270918231862,50.0
FOOD-9497,Dairy,Britannia,Bottle,500.0,705.5796924396906,150.0
FOOD-3749,Bakery,Britannia,Packet,250.0,368.3403159827514,50.0
FOOD-7680,Dairy,Fortune,Packet,250.0,467.8196109622506,50.0
FOOD-1205,Bakery,Amul,Loose_Poly,1000.0,575.9768454582926,
FOOD-8352,Dairy,Amul,Bottle,250.0,285.94734952458276,50.0
FOOD-5591,Bakery,Fortune,Bottle,5000.0,641.3980989812659,350.0
FOOD-4450,Vegetables,Amul,Box,250.0,355.16442627161945,150.0
FOOD-8214,Snacks,Catch_Spices,Packet,5000.0,679.0048308993429,350.0
FOOD-4811,Vegetables,Britannia,Box,1000.0,211.23977699159173,350.0
FOOD-6141,Dairy,Britannia,Box,500.0,18.988664502937507,
FOOD-9501,Bakery,Fortune,Box,250.0,509.8238328181763,
FOOD-3708,Dairy,Amul,Packet,250.0,366.9924028195693,50.0
FOOD-2991,Snacks,Catch_Spices,Bottle,1000.0,57.26026244387261,150.0
FOOD-9463,Dairy,Catch_Spices,Packet,250.0,395.2137589277297,50.0
FOOD-4273,Bakery,Britannia,Bottle,500.0,143.17017788299674,150.0
FOOD-5538,Bakery,Catch_Spices,Box,500.0,507.50183851804,150.0
FOOD-9712,Snacks,Amul,Packet,250.0,361.58600633949044,150.0
FOOD-4722,Snacks,Catch_Spices,Bottle,250.0,145.18855400491202,
FOOD-4551,Bakery,Amul,Bottle,100.0,335.4317682975456,
FOOD-3832,Bakery,Amul,Box,100.0,193.8399584602003,50.0
FOOD-6679,Dairy,Amul,Bottle,1000.0,525.9464565736026,350.0
FOOD-7579,Vegetables,Amul,Packet,1000.0,243.16326549612697,50.0
FOOD-1152,Bakery,Amul,Packet,,659.3937065405294,150.0
FOOD-6754,Snacks,Catch_Spices,Box,1000.0,21.188932338294705,700.0
FOOD-3800,Bakery,Catch_Spices,Bottle,,328.7002014684129,50.0
FOOD-6310,Snacks,Amul,Bottle,250.0,497.49355991449715,
FOOD-3610,Bakery,Amul,Packet,100.0,27.860544714838742,50.0
FOOD-2104,Vegetables,Catch_Spices,Packet,5000.0,180.51510299400317,50.0
FOOD-8361,Vegetables,Amul,Box,5000.0,268.66176802827334,350.0
FOOD-5199,Vegetables,Amul,Box,500.0,27.257198120051953,
FOOD-4854,Vegetables,Britannia,Packet,250.0,441.8856568320297,50.0
FOOD-8263,Dairy,Britannia,Bottle,250.0,508.38602737674154,50.0
FOOD-2914,Snacks,Amul,Packet,500.0,189.74257893229597,50.0
FOOD-8365,Bakery,Fortune,Loose_Poly,100.0,439.351354589419,
FOOD-4072,Dairy,Britannia,Bottle,250.0,799.3102424344228,150.0
FOOD-1406,Vegetables,Amul,Box,500.0,710.6662373203825,50.0
FOOD-1166,Vegetables,Catch_Spices,Box,250.0,56.342056964386984,150.0
FOOD-1508,Dairy,Britannia,Box,,111.02714688889692,50.0
FOOD-2661,Vegetables,Amul,Loose_Poly,250.0,400.5786238659685,50.0
FOOD-4664,Vegetables,Amul,Packet,500.0,203.7088807431248,150.0
FOOD-4489,Dairy,Amul,Loose_Poly,5000.0,73.96569736969641,
FOOD-1680,Vegetables,Britannia,Box,,211.0980492691179,
FOOD-3524,Snacks,Amul,Packet,250.0,58.33069716230402,50.0
FOOD-3120,Vegetables,Britannia,Box,250.0,428.63082927136264,150.0
FOOD-6260,Vegetables,Amul,Box,100.0,397.297581899802,50.0
FOOD-5357,Vegetables,Britannia,Box,500.0,14.997661309358644,50.0
FOOD-2363,Vegetables,Fortune,Packet,100.0,391.18795255870407,
FOOD-3292,Bakery,Britannia,Bottle,100.0,420.6460663361828,
FOOD-2538,Bakery,Britannia,Packet,500.0,488.5059553991631,
FOOD-4408,Dairy,Catch_Spices,Box,250.0,776.3787822811386,350.0
FOOD-8742,Bakery,Britannia,Loose_Poly,99999.0,786.3270173710804,150.0
FOOD-9752,Dairy,Amul,Bottle,250.0,426.27415542994953,
FOOD-2903,Bakery,Britannia,Bottle,250.0,677.6974911117281,
FOOD-1174,Vegetables,Catch_Spices,Box,250.0,77.2809582923443,
FOOD-3230,Dairy,Amul,Packet,100.0,429.61215171975954,50.0
FOOD-5287,Bakery,Amul,Bottle,1000.0,546.3310467869297,150.0
FOOD-5160,Bakery,Britannia,Box,500.0,456.13576745994317,50.0
FOOD-8106,Bakery,Britannia,Packet,250.0,192.2695856188062,
FOOD-4171,Vegetables,Fortune,Packet,500.0,59.49980918064265,50.0
FOOD-2567,Vegetables,Amul,Box,5000.0,315.46873481439974,
FOOD-2151,Snacks,Amul,Bottle,100.0,521.6375732515394,50.0
FOOD-8619,Vegetables,Catch_Spices,Box,100.0,793.4533281878939,150.0
FOOD-7033,Vegetables,Amul,Packet,100.0,196.8614265933175,50.0
FOOD-9560,Vegetables,Amul,Packet,1000.0,735.0540286719931,
FOOD-5946,Vegetables,Britannia,Bottle,100.0,63.92650562495856,50.0
FOOD-9234,Vegetables,Fortune,Bottle,250.0,745.4815263999428,150.0
FOOD-2907,Dairy,Fortune,Bottle,250.0,667.5697466173236,
FOOD-4490,Dairy,Catch_Spices,Bottle,500.0,26.546828658159875,
FOOD-3535,Snacks,Amul,Bottle,1000.0,245.56644553004506,50.0
FOOD-5173,Vegetables,Amul,Bottle,250.0,50.255756406041485,50.0
FOOD-2293,Vegetables,Amul,Packet,250.0,796.449638508352,
FOOD-5769,Dairy,Catch_Spices,Packet,5000.0,347.9967636211832,
FOOD-5796,Dairy,Britannia,Packet,100.0,533.1170804924036,
FOOD-7871,Dairy,Amul,Packet,100.0,195.0105541096856,50.0
FOOD-3972,Bakery,Fortune,Packet,500.0,747.6516285473658,
FOOD-4922,Vegetables,Amul,Packet,500.0,226.59752994618262,150.0
FOOD-5997,Bakery,Britannia,Loose_Poly,250.0,215.56953976881582,50.0
FOOD-8032,Dairy,Catch_Spices,Packet,100.0,258.53407579366876,50.0
FOOD-1992,Vegetables,Amul,Packet,500.0,375.36644007405806,50.0
FOOD-9112,Bakery,Amul,Box,500.0,24.64085372147171,150.0
FOOD-6287,Dairy,Amul,Bottle,1000.0,482.2916251011867,700.0
FOOD-3240,Vegetables,Amul,Bottle,1000.0,35.01597974118313,150.0
FOOD-2476,Vegetables,Amul,Bottle,100.0,435.96996531427857,50.0
FOOD-7426,Vegetables,Britannia,Bottle,1000.0,371.72907272386846,150.0
FOOD-1389,Dairy,Amul,Packet,100.0,201.61217592776407,50.0
FOOD-1999,Vegetables,Catch_Spices,Packet,1000.0,270.5167335649531,50.0
FOOD-2855,Vegetables,Amul,Box,500.0,567.471250883289,50.0
FOOD-9125,Vegetables,Amul,Packet,250.0,17.582040698403112,50.0
FOOD-9850,Bakery,Amul,Packet,500.0,260.1512390403502,
FOOD-3763,Bakery,Fortune,Bottle,100.0,547.4348307902452,
FOOD-4663,Bakery,Britannia,Packet,,130.29635366801455,
FOOD-5986,Vegetables,Fortune,Bottle,250.0,452.7046668070216,350.0
FOOD-2481,Snacks,Fortune,Box,1000.0,143.45701350134303,
FOOD-8256,Bakery,Catch_Spices,Loose_Poly,250.0,132.2618827170297,50.0
FOOD-4731,Bakery,Fortune,Box,100.0,620.101275621768,350.0
FOOD-8262,Dairy,Amul,Packet,1000.0,220.55502910789878,150.0
FOOD-1451,Dairy,Fortune,Loose_Poly,100.0,306.85760397249663,50.0
FOOD-4093,Bakery,Catch_Spices,Packet,1000.0,586.7142718437261,150.0
FOOD-1882,Vegetables,Catch_Spices,Packet,250.0,151.8204844289513,50.0
FOOD-5408,Dairy,Amul,Bottle,250.0,430.0722468529575,
FOOD-5068,Bakery,Britannia,Box,100.0,735.0775343740838,150.0
FOOD-4277,Bakery,Amul,Packet,1000.0,447.52318730900606,
FOOD-9566,Snacks,Amul,Bottle,100.0,48.58815563250925,150.0
FOOD-8951,Bakery,Fortune,Box,100.0,475.8608469949174,
FOOD-5690,Vegetables,Catch_Spices,Packet,500.0,81.22118561637429,150.0
FOOD-5595,Vegetables,Britannia,Bottle,1000.0,232.87838694229362,50.0
FOOD-5559,Dairy,Catch_Spices,Packet,100.0,681.243333221374,700.0
FOOD-8291,Dairy,Amul,Bottle,500.0,18.744611174208163,50.0
FOOD-9160,Vegetables,Amul,Packet,500.0,70.84051384505109,350.0
FOOD-1112,Vegetables,Britannia,Bottle,250.0,297.05766165749304,50.0
FOOD-6131,Dairy,Amul,Packet,250.0,799.5227451204861,150.0
FOOD-4197,Bakery,Catch_Spices,Box,250.0,240.57248579675613,150.0
FOOD-1139,Snacks,Amul,Loose_Poly,250.0,134.24694880146467,
FOOD-2424,Bakery,Britannia,Loose_Poly,500.0,444.04348495011664,150.0
FOOD-3949,Bakery,Britannia,Packet,100.0,420.2114670406187,
FOOD-4168,Dairy,Amul,Packet,250.0,365.1994748587816,50.0
FOOD-9708,Snacks,Catch_Spices,Bottle,100.0,757.8564641139295,150.0
FOOD-7043,Dairy,Britannia,Box,250.0,231.3180030509098,350.0
FOOD-7989,Bakery,Britannia,Loose_Poly,250.0,241.7261411169533,50.0
FOOD-8236,Snacks,Fortune,Box,1000.0,120.80300739579648,50.0
FOOD-7261,Snacks,Amul,Bottle,250.0,560.8575341537785,50.0
FOOD-1887,Dairy,Fortune,Packet,100.0,263.8818821536252,150.0
FOOD-4104,Vegetables,Amul,Box,100.0,644.1648315060655,700.0
FOOD-1049,Vegetables,Amul,Packet,500.0,777.6887231246069,150.0
FOOD-4951,Vegetables,Catch_Spices,Packet,250.0,44.51134117256767,50.0
FOOD-4560,Vegetables,Fortune,Box,500.0,794.5662931459186,
FOOD-1018,Vegetables,Amul,Bottle,250.0,210.74233882209668,
FOOD-5821,Vegetables,Britannia,Packet,1000.0,341.88718223107674,150.0
FOOD-7340,Dairy,Catch_Spices,Packet,1000.0,624.4172500492268,700.0
FOOD-9058,Bakery,Amul,Packet,,535.6116022900663,150.0
FOOD-3606,Vegetables,Amul,Bottle,500.0,624.96516745955,350.0
FOOD-8846,Bakery,Britannia,Packet,,378.4022924178984,50.0
FOOD-9643,Bakery,Amul,Box,250.0,733.6929920725622,150.0
FOOD-7432,Dairy,Amul,Packet,250.0,634.0532362700371,50.0
FOOD-4765,Snacks,Catch_Spices,Bottle,500.0,254.29010059260412,50.0
FOOD-3438,Vegetables,Amul,Packet,250.0,759.2993748655203,150.0
FOOD-7358,Vegetables,Fortune,Packet,1000.0,769.2328128068199,50.0
FOOD-9319,Dairy,Britannia,Bottle,250.0,337.8923090478279,150.0
FOOD-6941,Vegetables,Britannia,Box,250.0,525.0487855101966,150.0
FOOD-8644,Dairy,Britannia,Packet,100.0,653.6671428189837,150.0
FOOD-5855,Dairy,Britannia,Bottle,500.0,655.6675663284433,150.0
FOOD-7547,Vegetables,Amul,Box,100.0,21.15760030569833,50.0
FOOD-8196,Vegetables,Amul,Packet,250.0,506.92077010676775,50.0
FOOD-6911,Vegetables,Fortune,Packet,100.0,779.2224449859789,
FOOD-7481,Dairy,Amul,Bottle,100.0,192.76424675897522,50.0
FOOD-3761,Dairy,Amul,Bottle,100.0,638.5309987497815,50.0
FOOD-5456,Vegetables,Catch_Spices,Packet,100.0,432.05562065081614,
FOOD-7361,Vegetables,Catch_Spices,Packet,250.0,184.9614667997401,50.0
FOOD-6693,Vegetables,Amul,Bottle,250.0,50.31999952635685,50.0
FOOD-6788,Vegetables,Amul,Loose_Poly,100.0,610.3381517034361,
FOOD-1201,Bakery,Fortune,Bottle,500.0,260.0115761246133,50.0
FOOD-7160,Vegetables,Fortune,Packet,250.0,306.7129621714327,50.0
FOOD-1517,Bakery,Amul,Bottle,250.0,393.3325320667187,
FOOD-8737,Bakery,Amul,Packet,500.0,410.6839733473335,50.0
FOOD-2988,Vegetables,Fortune,Packet,250.0,172.88660580662474,50.0
FOOD-4802,Dairy,Catch_Spices,Bottle,5000.0,539.807172248892,50.0
FOOD-6808,Snacks,Fortune,Loose_Poly,250.0,557.1065841651401,50.0
FOOD-8162,Bakery,Amul,Box,1000.0,122.41773035440235,50.0
FOOD-7241,Dairy,Britannia,Packet,500.0,430.9985365309392,
FOOD-9399,Bakery,Britannia,Box,1000.0,491.31488509956154,
FOOD-6633,Bakery,Amul,Packet,5000.0,157.13871928623098,150.0
FOOD-6755,Vegetables,Amul,Packet,,716.6250799581587,50.0
FOOD-7309,Bakery,Amul,Loose_Poly,100.0,391.4324303284778,150.0
FOOD-5117,Dairy,Britannia,Loose_Poly,500.0,100.87240255615356,50.0
FOOD-9345,Dairy,Britannia,Packet,250.0,274.1729803207439,700.0
FOOD-2518,Snacks,Fortune,Packet,1000.0,386.7987541369766,50.0
FOOD-7163,Bakery,Fortune,Packet,,18.013880933756106,150.0
FOOD-3600,Dairy,Catch_Spices,Bottle,1000.0,35.208801801004505,
FOOD-3195,Vegetables,Fortune,Box,100.0,53.86127029538816,50.0
FOOD-4554,Dairy,Amul,Packet,100.0,435.1268284605523,50.0
FOOD-3849,Bakery,Amul,Bottle,5000.0,275.5096750276417,
FOOD-2742,Bakery,Britannia,Packet,100.0,715.5521979642397,
FOOD-2306,Snacks,Amul,Packet,250.0,451.7947591398265,350.0
FOOD-4849,Bakery,Catch_Spices,Box,100.0,610.3180997685198,150.0
FOOD-8519,Dairy,Amul,Box,1000.0,552.8352096365071,150.0
FOOD-5195,Vegetables,Amul,Packet,500.0,421.05337451780315,150.0
FOOD-6178,Dairy,Britannia,Packet,1000.0,598.3291474144485,
FOOD-3555,Bakery,Britannia,Packet,250.0,440.3175052655058,150.0
FOOD-3305,Dairy,Britannia,Bottle,250.0,314.5104811004559,50.0
FOOD-8619,Dairy,Britannia,Packet,,354.2858176810422,50.0
FOOD-3642,Dairy,Amul,Bottle,100.0,672.4160582396663,150.0
FOOD-7409,Vegetables,Amul,Packet,250.0,454.986110917602,
FOOD-5757,Vegetables,Catch_Spices,Packet,500.0,308.0639570482293,150.0
FOOD-3994,Dairy,Amul,Box,100.0,151.997089753136,50.0
FOOD-9751,Vegetables,Amul,Packet,100.0,401.3326953393472,50.0
FOOD-2271,Vegetables,Britannia,Box,100.0,209.39924653065503,350.0
FOOD-2813,Vegetables,Amul,Bottle,250.0,764.9081037214124,150.0
FOOD-9801,Dairy,Britannia,Box,100.0,397.87584687435964,
FOOD-3461,Vegetables,Britannia,Packet,100.0,17.069136372513125,150.0
FOOD-5120,Bakery,Fortune,Box,,83.37297970063463,50.0
FOOD-7124,Dairy,Fortune,Packet,1000.0,234.6163484513286,
FOOD-9475,Bakery,Amul,Loose_Poly,100.0,82.8086449416657,150.0
FOOD-5396,Bakery,Britannia,Box,1000.0,716.2301581413672,
FOOD-1816,Vegetables,Amul,Packet,250.0,684.9377377724194,
FOOD-8304,Dairy,Amul,Packet,500.0,776.9805920126378,
FOOD-8331,Snacks,Britannia,Box,100.0,568.1078353316097,50.0
FOOD-1082,Bakery,Amul,Loose_Poly,250.0,519.9169915074925,
FOOD-2920,Snacks,Britannia,Box,100.0,739.5623439376635,150.0
FOOD-8817,Bakery,Fortune,Box,100.0,757.6505843969962,50.0
FOOD-3093,Vegetables,Catch_Spices,Box,1000.0,703.2153958780459,50.0
