Account_ID,Internal_Risk_Grade,Loan_Purpose,Customer_Debt_To_Income_Ratio,Loan_Default_Status,Requested_Amount_Raw
ACC-446480,Class-A,Home Improvement,24.8,1," $28,296.00 "
ACC-182847,Class-A,Small Business,,0," $17,108.00 "
ACC-864824,Class-B,Home Improvement,12.5,0," $9,126.00 "
ACC-246989,Class-A,Debt Consolidation,12.5,0," $31,466.00 "
ACC-124171,Class-C,Debt Consolidation,24.8,0," $32,948.00 "
ACC-730188,Class-B,N/A,,0," $27,745.00 "
ACC-649414,Class-A,Home Improvement,24.8,0," $38,926.00 "
ACC-609348,Class-C,Small Business,24.8,0," $25,113.00 "
ACC-955430,Class-A,Debt Consolidation,55.0,0," $9,342.00 "
ACC-159150,Class-A,Home Improvement,38.2,0," $11,830.00 "
ACC-138103,Class-A,Debt Consolidation,12.5,0," $39,824.00 "
ACC-397956,Class-C,Home Improvement,24.8,0," $9,851.00 "
ACC-942420,Class-B,Debt Consolidation,12.5,0," $29,866.00 "
ACC-280711,Class-B,Small Business,38.2,0," $8,367.00 "
ACC-301474,Class-B,Debt Consolidation,55.0,0," $32,713.00 "
ACC-595052,Class-B,Major Purchase,38.2,0," $38,487.00 "
ACC-571432,Class-A,Debt Consolidation,12.5,0," $29,408.00 "
ACC-447977,Class-B,Home Improvement,12.5,0," $22,411.00 "
ACC-799680,Class-A,Home Improvement,12.5,0," $25,651.00 "
ACC-879832,Class-A,Small Business,24.8,0," $24,542.00 "
ACC-332277,Class-A,Debt Consolidation,55.0,0," $43,006.00 "
ACC-722018,Class-B,Debt Consolidation,55.0,1," $38,099.00 "
ACC-490823,Class-B,N/A,,0," $18,309.00 "
ACC-681026,Class-B,Debt Consolidation,55.0,1," $36,000.00 "
ACC-386706,Class-A,Small Business,12.5,0," $29,616.00 "
ACC-955108,Class-B,Small Business,,1," $28,212.00 "
ACC-820128,Class-B,N/A,,0," $7,383.00 "
ACC-850371,Class-A,Debt Consolidation,24.8,0," $30,017.00 "
ACC-627882,Class-A,Debt Consolidation,99.9,0," $37,749.00 "
ACC-525520,Class-A,Home Improvement,12.5,1," $12,988.00 "
ACC-975377,Class-B,Debt Consolidation,12.5,0," $14,916.00 "
ACC-846993,Class-A,N/A,,0," $43,235.00 "
ACC-513306,Class-A,Debt Consolidation,24.8,0," $38,508.00 "
ACC-658049,Class-A,Debt Consolidation,-1.5,0," $10,971.00 "
ACC-482717,Class-C,Home Improvement,38.2,0," $15,997.00 "
ACC-515802,Class-C,Debt Consolidation,55.0,0," $44,467.00 "
ACC-753046,Class-A,Debt Consolidation,,0," $26,947.00 "
ACC-707135,Class-B,Small Business,24.8,0," $25,589.00 "
ACC-432518,Class-A,Small Business,12.5,0," $22,588.00 "
ACC-845116,Class-B,Major Purchase,,1," $30,008.00 "
ACC-635010,Class-B,Small Business,12.5,0," $23,821.00 "
ACC-204514,Class-C,Debt Consolidation,24.8,0," $31,483.00 "
ACC-335100,Class-A,Debt Consolidation,12.5,0," $36,153.00 "
ACC-371182,Class-C,N/A,24.8,1," $26,876.00 "
ACC-659968,Class-A,Debt Consolidation,99.9,0," $42,701.00 "
ACC-352711,Class-A,Home Improvement,55.0,0," $24,785.00 "
ACC-883704,Class-B,Debt Consolidation,12.5,0," $42,717.00 "
ACC-310713,Class-B,Major Purchase,12.5,0," $39,430.00 "
ACC-894294,Class-C,Home Improvement,38.2,0," $35,597.00 "
ACC-401696,Class-B,Small Business,,0," $31,820.00 "
ACC-450290,Class-B,Small Business,24.8,0," $17,565.00 "
ACC-473944,Class-B,Debt Consolidation,24.8,0," $23,682.00 "
ACC-915218,Class-A,N/A,38.2,1," $6,788.00 "
ACC-259578,Class-A,Debt Consolidation,38.2,0," $10,441.00 "
ACC-985249,Class-A,Home Improvement,24.8,0," $8,884.00 "
ACC-325247,Class-A,Small Business,-1.5,0," $20,795.00 "
ACC-497114,Class-B,Debt Consolidation,24.8,0," $14,462.00 "
ACC-426288,UNKNOWN,Major Purchase,55.0,0," $37,726.00 "
ACC-541306,Class-B,Debt Consolidation,,1," $44,666.00 "
ACC-657092,Class-A,N/A,12.5,0," $32,582.00 "
ACC-346087,,Debt Consolidation,,0," $34,827.00 "
ACC-436002,Class-A,Small Business,38.2,0," $43,717.00 "
ACC-784507,Class-A,Home Improvement,24.8,1," $32,636.00 "
ACC-284882,Class-A,Small Business,38.2,0," $11,023.00 "
ACC-908072,Class-A,N/A,,0," $30,358.00 "
ACC-153407,Class-B,Home Improvement,55.0,0," $44,645.00 "
ACC-723547,Class-B,Small Business,12.5,0," $35,329.00 "
ACC-424204,Class-B,Home Improvement,12.5,1," $8,241.00 "
ACC-280269,Class-B,Home Improvement,38.2,0," $33,572.00 "
ACC-371913,Class-B,Debt Consolidation,12.5,0," $13,087.00 "
ACC-667865,Class-A,Home Improvement,55.0,0," $6,396.00 "
ACC-490796,Class-A,Home Improvement,24.8,1," $34,905.00 "
ACC-550115,Class-C,Small Business,24.8,0," $37,584.00 "
ACC-808878,Class-A,Small Business,,0," $9,267.00 "
ACC-702416,Class-B,N/A,38.2,0," $18,523.00 "
ACC-353313,,Home Improvement,,0," $22,270.00 "
ACC-129352,Class-A,Debt Consolidation,24.8,0," $13,432.00 "
ACC-161669,UNKNOWN,Debt Consolidation,99.9,0," $44,512.00 "
ACC-459255,Class-A,N/A,55.0,0," $23,427.00 "
ACC-820580,,Debt Consolidation,,0," $31,291.00 "
ACC-587893,Class-A,Debt Consolidation,38.2,0," $30,271.00 "
ACC-136703,Class-C,Debt Consolidation,12.5,0," $43,975.00 "
ACC-708877,Class-B,N/A,38.2,0," $40,334.00 "
ACC-421586,Class-B,Home Improvement,12.5,0," $17,267.00 "
ACC-673214,Class-A,Debt Consolidation,55.0,0," $37,001.00 "
ACC-296454,Class-B,Home Improvement,24.8,0," $35,174.00 "
ACC-155045,Class-A,N/A,55.0,1," $12,628.00 "
ACC-460669,Class-C,Debt Consolidation,38.2,0," $5,955.00 "
ACC-342930,Class-B,Major Purchase,12.5,0," $37,126.00 "
ACC-208586,Class-A,Home Improvement,55.0,1," $28,428.00 "
ACC-984232,Class-A,Home Improvement,,0," $35,043.00 "
ACC-705612,Class-A,Major Purchase,24.8,0," $40,825.00 "
ACC-912414,UNKNOWN,Major Purchase,24.8,0," $36,827.00 "
ACC-832991,UNKNOWN,Small Business,12.5,0," $22,042.00 "
ACC-339594,Class-C,Debt Consolidation,24.8,0," $44,210.00 "
ACC-588583,Class-B,Home Improvement,24.8,0," $20,954.00 "
ACC-471042,UNKNOWN,Debt Consolidation,24.8,0," $15,351.00 "
ACC-431546,Class-B,Debt Consolidation,24.8,0," $5,146.00 "
ACC-911150,Class-B,Debt Consolidation,12.5,0," $32,251.00 "
ACC-298734,Class-C,Debt Consolidation,24.8,0," $8,208.00 "
ACC-469956,Class-B,Debt Consolidation,24.8,0," $44,599.00 "
ACC-230057,Class-A,Small Business,12.5,0," $40,513.00 "
ACC-202886,Class-C,Home Improvement,24.8,0," $12,514.00 "
ACC-941861,Class-B,Small Business,,0," $39,618.00 "
ACC-743040,Class-B,Debt Consolidation,55.0,0," $42,485.00 "
ACC-534257,Class-C,Debt Consolidation,-1.5,1," $32,783.00 "
ACC-859022,Class-B,Small Business,12.5,0," $19,063.00 "
ACC-136029,Class-A,Major Purchase,,0," $30,327.00 "
ACC-302158,Class-B,Debt Consolidation,24.8,0," $22,648.00 "
ACC-540802,Class-B,Major Purchase,55.0,0," $37,641.00 "
ACC-300003,Class-B,Small Business,12.5,0," $27,250.00 "
ACC-559543,Class-B,Home Improvement,12.5,0," $19,524.00 "
ACC-590199,Class-A,Debt Consolidation,38.2,0," $12,156.00 "
ACC-257327,Class-C,Debt Consolidation,55.0,0," $22,523.00 "
ACC-888495,Class-A,Debt Consolidation,12.5,0," $5,663.00 "
ACC-809902,Class-A,Home Improvement,24.8,0," $18,355.00 "
ACC-319725,Class-B,Debt Consolidation,24.8,0," $21,868.00 "
ACC-207718,Class-C,Debt Consolidation,24.8,0," $30,921.00 "
ACC-751386,Class-A,Debt Consolidation,38.2,0," $18,610.00 "
ACC-969032,Class-A,Debt Consolidation,24.8,0," $25,748.00 "
ACC-481475,Class-A,Small Business,38.2,0," $14,713.00 "
ACC-686809,Class-B,N/A,55.0,0," $10,703.00 "
ACC-637087,UNKNOWN,Debt Consolidation,24.8,0," $32,575.00 "
ACC-306537,Class-A,Home Improvement,12.5,0," $28,838.00 "
ACC-692387,Class-C,Home Improvement,24.8,0," $44,379.00 "
ACC-404456,Class-B,Debt Consolidation,24.8,0," $36,309.00 "
ACC-541117,Class-A,Debt Consolidation,55.0,0," $15,267.00 "
ACC-118635,Class-A,Small Business,24.8,0," $15,651.00 "
ACC-191742,Class-B,Home Improvement,,0," $21,560.00 "
ACC-996078,Class-A,Small Business,12.5,0," $19,560.00 "
ACC-955116,Class-B,Debt Consolidation,24.8,0," $36,697.00 "
ACC-156632,Class-A,Small Business,12.5,0," $13,011.00 "
ACC-189781,Class-B,Home Improvement,12.5,0," $30,675.00 "
ACC-376872,Class-A,Debt Consolidation,38.2,0," $38,163.00 "
ACC-183369,Class-B,Debt Consolidation,38.2,0," $30,825.00 "
ACC-625872,Class-B,Home Improvement,38.2,0," $12,880.00 "
ACC-645970,Class-B,Small Business,12.5,0," $31,844.00 "
ACC-458208,Class-B,Debt Consolidation,38.2,0," $30,224.00 "
ACC-296266,Class-A,Debt Consolidation,24.8,0," $8,521.00 "
ACC-460403,Class-A,Debt Consolidation,,1," $33,230.00 "
ACC-270519,UNKNOWN,Small Business,12.5,1," $26,720.00 "
ACC-850710,Class-B,N/A,38.2,0," $7,051.00 "
ACC-341158,Class-A,Major Purchase,12.5,0," $44,377.00 "
ACC-961600,Class-B,Major Purchase,12.5,0," $30,915.00 "
ACC-437384,Class-A,Debt Consolidation,55.0,0," $17,468.00 "
ACC-832479,Class-A,Home Improvement,24.8,0," $13,432.00 "
ACC-462071,Class-A,Debt Consolidation,24.8,0," $7,160.00 "
ACC-804630,Class-C,Debt Consolidation,24.8,0," $42,215.00 "
ACC-466640,Class-B,Small Business,38.2,0," $41,309.00 "
ACC-680345,Class-B,Major Purchase,38.2,0," $41,736.00 "
ACC-459673,Class-A,Small Business,12.5,0," $42,280.00 "
ACC-343256,UNKNOWN,Debt Consolidation,38.2,0," $34,030.00 "
ACC-630986,Class-B,Debt Consolidation,38.2,0," $22,842.00 "
ACC-547982,UNKNOWN,Debt Consolidation,38.2,0," $43,828.00 "
ACC-491303,Class-B,Small Business,55.0,0," $5,798.00 "
ACC-101419,Class-B,N/A,12.5,0," $40,594.00 "
ACC-201181,Class-B,Small Business,55.0,0," $12,781.00 "
ACC-334951,Class-B,Debt Consolidation,12.5,0," $5,818.00 "
ACC-327256,,Home Improvement,,1," $21,472.00 "
ACC-326391,,Debt Consolidation,,0," $39,908.00 "
ACC-469602,Class-C,Home Improvement,55.0,1," $33,201.00 "
ACC-275577,Class-C,Debt Consolidation,38.2,0," $24,080.00 "
ACC-131516,,Debt Consolidation,,0," $32,339.00 "
ACC-363773,UNKNOWN,Major Purchase,24.8,1," $11,577.00 "
ACC-759272,Class-C,Debt Consolidation,12.5,1," $32,448.00 "
ACC-492163,Class-C,Debt Consolidation,12.5,0," $20,893.00 "
ACC-719649,Class-C,Major Purchase,12.5,0," $34,548.00 "
ACC-779046,Class-B,Major Purchase,12.5,0," $35,303.00 "
ACC-546516,Class-A,Home Improvement,24.8,0," $38,225.00 "
ACC-499793,Class-A,Small Business,55.0,0," $17,397.00 "
ACC-398297,Class-C,Debt Consolidation,12.5,0," $15,915.00 "
ACC-887244,Class-A,Debt Consolidation,12.5,0," $43,305.00 "
ACC-164511,Class-A,Home Improvement,24.8,0," $18,328.00 "
ACC-850832,Class-B,Debt Consolidation,24.8,0," $13,546.00 "
ACC-368219,Class-B,Debt Consolidation,24.8,0," $20,120.00 "
ACC-904893,Class-A,Debt Consolidation,24.8,0," $7,892.00 "
ACC-646007,Class-A,Home Improvement,,0," $11,055.00 "
ACC-550898,Class-A,Major Purchase,,0," $19,680.00 "
ACC-991623,Class-A,Major Purchase,38.2,0," $6,524.00 "
ACC-846197,,Small Business,,0," $21,576.00 "
ACC-171679,Class-C,Debt Consolidation,12.5,0," $7,209.00 "
ACC-597521,Class-A,Small Business,38.2,0," $40,912.00 "
ACC-708664,UNKNOWN,Debt Consolidation,55.0,1," $9,009.00 "
ACC-531905,Class-B,Home Improvement,38.2,0," $41,615.00 "
ACC-401806,Class-B,N/A,24.8,0," $8,665.00 "
ACC-804281,Class-A,Debt Consolidation,55.0,0," $8,793.00 "
ACC-801609,Class-B,Debt Consolidation,38.2,0," $16,550.00 "
ACC-558903,Class-B,Home Improvement,24.8,0," $36,136.00 "
ACC-274156,Class-B,Home Improvement,99.9,0," $18,837.00 "
ACC-970924,,Home Improvement,,0," $18,891.00 "
ACC-290224,Class-C,Home Improvement,12.5,0," $18,148.00 "
ACC-200385,Class-A,Home Improvement,38.2,1," $34,697.00 "
ACC-811144,Class-B,Debt Consolidation,12.5,1," $11,243.00 "
ACC-268209,Class-B,Debt Consolidation,24.8,0," $8,947.00 "
ACC-784937,Class-A,Small Business,12.5,0," $35,518.00 "
ACC-757967,Class-A,Debt Consolidation,55.0,0," $40,131.00 "
ACC-599155,Class-B,Home Improvement,12.5,0," $37,352.00 "
ACC-533351,UNKNOWN,Debt Consolidation,38.2,0," $43,023.00 "
ACC-203251,Class-A,Debt Consolidation,38.2,0," $40,080.00 "
ACC-795543,Class-B,Debt Consolidation,12.5,0," $34,708.00 "
ACC-518926,Class-A,Debt Consolidation,12.5,0," $15,775.00 "
ACC-502723,Class-A,Home Improvement,99.9,0," $7,755.00 "
ACC-987296,Class-C,Debt Consolidation,55.0,0," $11,777.00 "
ACC-967296,Class-B,Debt Consolidation,55.0,0," $34,776.00 "
ACC-374777,Class-A,Home Improvement,24.8,0," $33,007.00 "
ACC-592280,Class-B,Home Improvement,12.5,0," $21,070.00 "
ACC-710637,Class-A,Debt Consolidation,12.5,0," $23,756.00 "
ACC-667027,Class-B,Home Improvement,55.0,1," $36,859.00 "
ACC-477875,Class-A,N/A,12.5,0," $7,134.00 "
ACC-545016,Class-A,Home Improvement,12.5,0," $21,775.00 "
ACC-955417,Class-B,Small Business,-1.5,0," $14,841.00 "
ACC-422057,Class-A,Home Improvement,38.2,0," $40,138.00 "
ACC-602141,UNKNOWN,Home Improvement,24.8,0," $9,782.00 "
ACC-999273,Class-A,Home Improvement,12.5,0," $18,029.00 "
ACC-691863,Class-C,Debt Consolidation,24.8,0," $23,032.00 "
ACC-183993,Class-C,Debt Consolidation,38.2,0," $42,036.00 "
ACC-676589,UNKNOWN,Debt Consolidation,24.8,0," $30,595.00 "
ACC-639210,Class-C,Major Purchase,12.5,0," $29,559.00 "
ACC-352338,Class-A,Debt Consolidation,,1," $35,354.00 "
ACC-579837,Class-B,Debt Consolidation,38.2,0," $39,309.00 "
ACC-423331,Class-B,Major Purchase,,0," $42,988.00 "
ACC-578845,Class-B,N/A,38.2,0," $21,411.00 "
ACC-355377,Class-A,Debt Consolidation,38.2,0," $43,468.00 "
ACC-106014,UNKNOWN,Debt Consolidation,24.8,0," $25,261.00 "
ACC-913058,Class-A,Debt Consolidation,12.5,0," $10,947.00 "
ACC-643310,Class-C,Small Business,12.5,1," $17,293.00 "
ACC-479089,Class-B,Debt Consolidation,12.5,0," $35,494.00 "
ACC-239689,Class-A,Major Purchase,38.2,0," $19,249.00 "
ACC-418812,Class-A,Home Improvement,24.8,1," $44,944.00 "
ACC-693159,Class-B,Debt Consolidation,24.8,0," $6,401.00 "
ACC-665196,Class-B,Home Improvement,12.5,0," $43,505.00 "
ACC-643989,UNKNOWN,Debt Consolidation,38.2,0," $42,219.00 "
ACC-925858,Class-C,Major Purchase,,1," $35,042.00 "
ACC-613843,Class-B,Debt Consolidation,24.8,1," $8,963.00 "
ACC-467819,Class-B,Debt Consolidation,12.5,0," $33,100.00 "
ACC-305248,Class-A,Debt Consolidation,38.2,0," $14,926.00 "
ACC-859445,Class-B,Debt Consolidation,24.8,1," $31,011.00 "
ACC-801255,Class-A,Home Improvement,12.5,0," $20,772.00 "
ACC-845032,Class-B,Small Business,12.5,0," $34,510.00 "
ACC-491460,Class-B,Debt Consolidation,38.2,0," $42,457.00 "
ACC-773041,Class-B,Debt Consolidation,-1.5,0," $19,892.00 "
ACC-470253,Class-B,Home Improvement,38.2,0," $12,454.00 "
ACC-894543,Class-B,Small Business,55.0,0," $40,823.00 "
ACC-644836,Class-A,Debt Consolidation,38.2,0," $11,280.00 "
ACC-169657,Class-B,Home Improvement,12.5,0," $38,770.00 "
ACC-177425,Class-B,Home Improvement,24.8,0," $16,881.00 "
ACC-361230,Class-B,Debt Consolidation,12.5,0," $44,282.00 "
ACC-424329,Class-A,Debt Consolidation,12.5,0," $25,421.00 "
ACC-196237,Class-A,Debt Consolidation,38.2,1," $40,782.00 "
ACC-750373,,Debt Consolidation,,0," $10,237.00 "
ACC-854045,Class-B,Debt Consolidation,24.8,1," $36,010.00 "
ACC-250863,Class-A,Debt Consolidation,12.5,0," $25,355.00 "
ACC-273282,Class-B,Debt Consolidation,12.5,0," $20,853.00 "
ACC-456901,Class-B,Small Business,24.8,1," $21,657.00 "
ACC-271223,UNKNOWN,Debt Consolidation,,1," $40,241.00 "
ACC-640180,Class-A,Home Improvement,12.5,0," $13,014.00 "
ACC-933511,Class-A,Debt Consolidation,38.2,1," $21,328.00 "
ACC-902139,Class-A,Home Improvement,12.5,1," $8,586.00 "
ACC-419018,Class-C,Small Business,12.5,0," $18,112.00 "
ACC-535481,,Major Purchase,,0," $11,832.00 "
ACC-668549,Class-A,Small Business,38.2,0," $44,020.00 "
ACC-207477,Class-A,Home Improvement,12.5,0," $5,118.00 "
ACC-616743,Class-A,Debt Consolidation,24.8,0," $36,523.00 "
ACC-655867,Class-C,Small Business,,0," $8,457.00 "
ACC-627322,Class-A,Home Improvement,38.2,0," $22,113.00 "
ACC-653946,Class-B,Home Improvement,12.5,0," $13,628.00 "
ACC-631955,Class-C,Home Improvement,24.8,0," $21,616.00 "
ACC-448511,Class-B,Major Purchase,55.0,0," $11,697.00 "
ACC-522482,Class-C,Home Improvement,12.5,0," $27,028.00 "
ACC-122679,Class-B,Debt Consolidation,24.8,0," $5,444.00 "
ACC-721447,Class-B,Home Improvement,12.5,0," $39,414.00 "
ACC-765653,Class-A,Debt Consolidation,38.2,1," $8,107.00 "
ACC-898784,Class-C,Major Purchase,38.2,0," $28,699.00 "
ACC-703417,Class-B,Major Purchase,55.0,0," $41,133.00 "
ACC-466502,Class-A,Debt Consolidation,38.2,0," $25,736.00 "
ACC-297987,Class-B,N/A,24.8,0," $22,563.00 "
ACC-106409,Class-A,Debt Consolidation,12.5,0," $23,958.00 "
ACC-764674,Class-A,Debt Consolidation,55.0,0," $15,520.00 "
ACC-300588,Class-B,Debt Consolidation,55.0,1," $30,871.00 "
ACC-244660,Class-B,Small Business,55.0,0," $11,251.00 "
ACC-204636,Class-C,Home Improvement,24.8,0," $17,044.00 "
ACC-359107,Class-B,Home Improvement,38.2,0," $33,301.00 "
ACC-969796,Class-A,Major Purchase,38.2,0," $28,268.00 "
ACC-179390,Class-B,Small Business,24.8,1," $22,152.00 "
ACC-199365,Class-B,Small Business,12.5,0," $28,684.00 "
ACC-183647,Class-C,Home Improvement,24.8,0," $43,154.00 "
ACC-922948,Class-B,Home Improvement,38.2,0," $31,387.00 "
ACC-745575,Class-A,Small Business,24.8,0," $16,787.00 "
ACC-359270,Class-B,Home Improvement,24.8,0," $37,729.00 "
ACC-420803,Class-A,Debt Consolidation,24.8,0," $23,028.00 "
ACC-678497,UNKNOWN,Major Purchase,24.8,0," $20,778.00 "
ACC-191731,UNKNOWN,Home Improvement,38.2,0," $43,875.00 "
ACC-377290,Class-A,Home Improvement,38.2,0," $19,025.00 "
ACC-742407,Class-C,Home Improvement,12.5,0," $21,966.00 "
ACC-531344,Class-A,Major Purchase,,0," $32,695.00 "
ACC-661947,Class-A,Home Improvement,24.8,0," $32,723.00 "
ACC-953327,Class-A,Home Improvement,38.2,0," $21,094.00 "
ACC-998805,Class-B,Home Improvement,,0," $7,934.00 "
ACC-388020,Class-C,Debt Consolidation,12.5,0," $34,694.00 "
ACC-707620,Class-B,Home Improvement,,0," $12,188.00 "
ACC-322470,Class-A,Debt Consolidation,12.5,0," $30,065.00 "
ACC-210717,Class-C,Small Business,38.2,0," $23,821.00 "
ACC-749151,Class-C,Debt Consolidation,55.0,0," $15,380.00 "
ACC-354994,Class-A,N/A,12.5,0," $5,406.00 "
ACC-446251,Class-A,Home Improvement,38.2,0," $8,202.00 "
ACC-122713,Class-B,Debt Consolidation,38.2,0," $23,414.00 "
ACC-818156,Class-C,Debt Consolidation,38.2,0," $26,255.00 "
ACC-779269,Class-A,Small Business,,0," $12,665.00 "
ACC-456388,,Debt Consolidation,,0," $23,804.00 "
ACC-625957,Class-A,Debt Consolidation,38.2,0," $43,902.00 "
ACC-219328,Class-B,Debt Consolidation,38.2,0," $10,952.00 "
ACC-146262,Class-B,Major Purchase,24.8,0," $39,058.00 "
ACC-166195,Class-A,Major Purchase,-1.5,0," $24,001.00 "
ACC-607417,Class-A,Debt Consolidation,55.0,0," $26,275.00 "
ACC-472223,Class-B,Small Business,24.8,0," $5,731.00 "
ACC-783013,Class-B,Debt Consolidation,,0," $14,444.00 "
ACC-607717,Class-A,Home Improvement,12.5,0," $24,603.00 "
ACC-710329,Class-A,Home Improvement,,0," $21,333.00 "
ACC-859612,Class-A,N/A,24.8,1," $13,512.00 "
ACC-815844,Class-A,Debt Consolidation,38.2,0," $20,852.00 "
ACC-301929,Class-C,Debt Consolidation,38.2,0," $28,635.00 "
ACC-219954,Class-C,Debt Consolidation,12.5,0," $12,670.00 "
ACC-449719,Class-A,Major Purchase,38.2,0," $13,316.00 "
ACC-975355,Class-A,Debt Consolidation,24.8,0," $39,444.00 "
ACC-299525,UNKNOWN,Home Improvement,12.5,0," $36,547.00 "
ACC-479484,Class-C,Debt Consolidation,12.5,0," $44,684.00 "
ACC-385704,Class-B,Home Improvement,38.2,0," $16,061.00 "
ACC-257088,Class-C,Debt Consolidation,38.2,0," $7,600.00 "
ACC-527750,Class-B,Debt Consolidation,12.5,1," $11,200.00 "
ACC-645423,Class-A,N/A,12.5,0," $20,439.00 "
ACC-264545,Class-B,Small Business,12.5,1," $20,546.00 "
ACC-235230,Class-B,Home Improvement,24.8,0," $34,423.00 "
ACC-995966,Class-A,Debt Consolidation,55.0,0," $22,749.00 "
ACC-956011,Class-A,Debt Consolidation,12.5,0," $29,396.00 "
ACC-653684,Class-A,Debt Consolidation,,0," $18,760.00 "
ACC-463446,,Debt Consolidation,,0," $22,225.00 "
ACC-438762,Class-A,Debt Consolidation,,0," $5,941.00 "
ACC-588373,Class-A,Debt Consolidation,12.5,0," $44,964.00 "
ACC-867563,,Small Business,,1," $26,399.00 "
ACC-838107,Class-A,Home Improvement,24.8,0," $38,928.00 "
ACC-768308,Class-A,Home Improvement,24.8,0," $43,470.00 "
ACC-758125,Class-A,Debt Consolidation,99.9,0," $36,773.00 "
ACC-226675,Class-A,Debt Consolidation,-1.5,0," $39,835.00 "
ACC-460640,Class-B,Home Improvement,12.5,0," $27,052.00 "
ACC-309011,Class-B,Debt Consolidation,12.5,0," $16,517.00 "
ACC-468912,Class-B,Home Improvement,24.8,0," $14,899.00 "
ACC-504532,Class-B,Major Purchase,38.2,0," $5,509.00 "
ACC-321047,Class-B,Home Improvement,24.8,0," $13,925.00 "
ACC-364136,Class-C,Home Improvement,12.5,0," $14,063.00 "
ACC-488866,Class-B,Debt Consolidation,,0," $11,296.00 "
ACC-430916,Class-A,Home Improvement,24.8,0," $31,851.00 "
ACC-937189,Class-A,Major Purchase,99.9,0," $14,895.00 "
ACC-188363,Class-A,Small Business,12.5,0," $9,731.00 "
ACC-667543,Class-B,Home Improvement,55.0,0," $25,436.00 "
ACC-146305,Class-B,Home Improvement,,0," $35,247.00 "
ACC-340384,Class-C,Debt Consolidation,55.0,0," $36,824.00 "
ACC-861641,Class-A,Major Purchase,38.2,0," $12,911.00 "
ACC-187046,,Debt Consolidation,,0," $43,138.00 "
ACC-735597,Class-B,Home Improvement,24.8,0," $13,801.00 "
ACC-976466,Class-A,Small Business,12.5,0," $12,002.00 "
ACC-852132,Class-B,Debt Consolidation,24.8,0," $30,834.00 "
ACC-435023,Class-B,Home Improvement,38.2,0," $37,647.00 "
ACC-362271,Class-C,Debt Consolidation,12.5,0," $28,747.00 "
ACC-464745,Class-C,Debt Consolidation,24.8,0," $42,524.00 "
ACC-605292,Class-A,Debt Consolidation,12.5,1," $42,549.00 "
ACC-667171,,Debt Consolidation,,1," $42,201.00 "
ACC-882273,Class-C,Major Purchase,24.8,0," $5,437.00 "
ACC-977785,,Home Improvement,,0," $23,847.00 "
ACC-257980,Class-B,Major Purchase,12.5,0," $31,538.00 "
ACC-626222,Class-B,Debt Consolidation,12.5,0," $32,532.00 "
ACC-739011,Class-A,Major Purchase,38.2,0," $5,893.00 "
ACC-621572,Class-A,Debt Consolidation,24.8,0," $27,673.00 "
ACC-457225,Class-B,Home Improvement,55.0,0," $36,254.00 "
ACC-653385,Class-A,Debt Consolidation,24.8,1," $17,401.00 "
ACC-984414,Class-C,Major Purchase,12.5,0," $36,158.00 "
ACC-628971,Class-C,Debt Consolidation,12.5,0," $8,370.00 "
ACC-481936,Class-C,Home Improvement,38.2,0," $35,262.00 "
ACC-417340,Class-A,Debt Consolidation,24.8,0," $34,882.00 "
ACC-735180,Class-C,Home Improvement,24.8,0," $32,775.00 "
ACC-320724,Class-A,Debt Consolidation,38.2,0," $13,120.00 "
ACC-255339,Class-A,Small Business,24.8,0," $38,189.00 "
ACC-599310,Class-A,Home Improvement,38.2,0," $23,341.00 "
ACC-356506,UNKNOWN,N/A,24.8,0," $31,378.00 "
ACC-427384,Class-B,Home Improvement,38.2,0," $39,243.00 "
ACC-254233,Class-A,Debt Consolidation,12.5,0," $14,164.00 "
ACC-852296,Class-B,Small Business,12.5,1," $42,898.00 "
ACC-443235,Class-B,Home Improvement,12.5,1," $19,967.00 "
ACC-787849,Class-B,Major Purchase,55.0,0," $19,604.00 "
ACC-928785,Class-B,Small Business,38.2,0," $7,794.00 "
ACC-488726,Class-A,Debt Consolidation,24.8,0," $28,891.00 "
ACC-753784,UNKNOWN,Debt Consolidation,12.5,1," $8,215.00 "
ACC-262180,Class-C,Major Purchase,24.8,0," $22,967.00 "
ACC-384871,UNKNOWN,Debt Consolidation,38.2,0," $6,115.00 "
ACC-956181,Class-B,Debt Consolidation,55.0,0," $23,173.00 "
ACC-805384,Class-A,Home Improvement,38.2,0," $27,352.00 "
ACC-518129,Class-A,Home Improvement,12.5,0," $5,991.00 "
ACC-693552,Class-B,Home Improvement,38.2,0," $41,023.00 "
ACC-119457,Class-B,Home Improvement,38.2,0," $30,043.00 "
ACC-497022,,Small Business,,1," $27,673.00 "
ACC-255447,Class-B,Debt Consolidation,38.2,0," $22,101.00 "
ACC-705558,Class-B,Home Improvement,24.8,0," $18,068.00 "
ACC-305444,Class-A,Major Purchase,38.2,0," $16,079.00 "
ACC-916772,UNKNOWN,Small Business,24.8,1," $34,771.00 "
ACC-598121,Class-B,Small Business,38.2,0," $8,470.00 "
ACC-875221,Class-B,Home Improvement,38.2,1," $35,387.00 "
ACC-512612,Class-A,N/A,12.5,0," $28,582.00 "
ACC-641345,Class-A,Small Business,24.8,0," $27,762.00 "
ACC-165592,Class-B,Home Improvement,24.8,0," $40,048.00 "
ACC-718553,Class-B,Small Business,12.5,0," $17,673.00 "
ACC-767435,,Small Business,,0," $5,091.00 "
