Employee_ID,Job_Title,Department,Years_Experience,Performance_Tier,Annual_Salary_USD
EMP-71771,Data Analyst,Finance,5.0,Level-3 (High),36874.25004189473
EMP-24111,  Manager  ,Marketing,35.0,Level-1 (Low),43186.16769460704
EMP-63646,Software Engineer,Human Resources,1.0,Level-3 (High),104377.4487856595
EMP-66607,Data Analyst,Marketing,1.0,Level-1 (Low),54874.49318305282
EMP-81226,Project Manager,Finance,5.0,Level-2 (Medium),43891.243491670946
EMP-98728,  Manager  ,Engineering,1.0,Level-3 (High),110736.35558250292
EMP-81949,Software Engineer,Marketing,12.0,Level-1 (Low),95627.12564823576
EMP-16380,software engineer,Finance,12.0,Level-1 (Low),66442.78455747625
EMP-59850,software engineer,Finance,1.0,Level-1 (Low),80538.01172972983
EMP-92972,software engineer,Finance,5.0,Level-2 (Medium),175163.20598469602
EMP-85944,Data Analyst,Finance,1.0,Level-3 (High),148791.73677021757
EMP-93313,UNKNOWN,Engineering,-2.0,Level-2 (Medium),27638.20288879046
EMP-59512,  Manager  ,Human Resources,5.0,Level-1 (Low),120300.10406710287
EMP-77691,data analyst,Finance,12.0,Level-3 (High),173785.2641303436
EMP-63260,Data Analyst,Engineering,3.0,Level-2 (Medium),172391.3834666174
EMP-22679,Project Manager,Marketing,5.0,Level-1 (Low),73985.27327565127
EMP-29017,Software Engineer,Human Resources,,Level-3 (High),78598.37475938397
EMP-37217,Data Analyst,Engineering,5.0,Level-3 (High),62638.03040011085
EMP-90081,  Manager  ,Engineering,3.0,MISSING,26315.716198684706
EMP-53145,software engineer,Human Resources,5.0,Level-3 (High),111012.71747140348
EMP-54609,Software Engineer,Marketing,,Level-2 (Medium),139066.20031266415
EMP-83511,Data Analyst,Engineering,8.0,Level-1 (Low),119860.75142379335
EMP-30310,software engineer,Engineering,35.0,Level-2 (Medium),86305.15168666252
EMP-81462,SOFTWARE ENGINEER,Engineering,8.0,Level-3 (High),120442.05502170797
EMP-12093,Project Manager,Engineering,3.0,Level-2 (Medium),134325.27694220626
EMP-35184,software engineer,Marketing,3.0,Level-3 (High),123479.76331217845
EMP-12003,Data Analyst,Finance,3.0,Level-3 (High),142360.81351241106
EMP-40154,Project Manager,Marketing,5.0,Level-1 (Low),180157.03913896842
EMP-62214,data analyst,Human Resources,5.0,Level-2 (Medium),154173.97051434667
EMP-93078,Software Engineer,Marketing,5.0,Level-3 (High),178587.81338833185
EMP-52212,Software Engineer,Finance,3.0,Level-3 (High),37990.341338769635
EMP-34594,software engineer,Engineering,8.0,Level-3 (High),58261.7029943264
EMP-47259,Data Analyst,Human Resources,12.0,Level-3 (High),140996.79002504275
EMP-65294,UNKNOWN,Finance,8.0,Level-2 (Medium),48991.27845809648
EMP-32691,Project Manager,Marketing,8.0,Level-1 (Low),156098.42341344318
EMP-81400,Software Engineer,Marketing,8.0,Level-3 (High),61878.775257989284
EMP-93029,SOFTWARE ENGINEER,Engineering,8.0,Level-2 (Medium),143574.16446183325
EMP-40500,Software Engineer,Marketing,5.0,Level-1 (Low),61436.44299752923
EMP-38260,software engineer,Engineering,5.0,Level-1 (Low),44651.47888701754
EMP-13020,Data Analyst,Finance,5.0,Level-2 (Medium),105250.76006973976
EMP-14849,Software Engineer,Human Resources,5.0,Level-2 (Medium),160686.86709122
EMP-31094,data analyst,Finance,3.0,Level-2 (Medium),141070.52402609127
EMP-12740,Software Engineer,Finance,3.0,Level-3 (High),72376.49414687001
EMP-75615,  Manager  ,Engineering,8.0,Level-2 (Medium),180110.87457386844
EMP-59229,data analyst,Engineering,1.0,Level-2 (Medium),134597.47337186447
EMP-66586,  Manager  ,Engineering,1.0,Level-2 (Medium),180612.2630301521
EMP-70665,Project Manager,Marketing,1.0,Level-3 (High),147206.1479394121
EMP-95376,Project Manager,Marketing,1.0,Level-2 (Medium),146926.82196172792
EMP-73768,software engineer,Finance,5.0,Level-2 (Medium),31463.439303751173
EMP-74798,Data Analyst,Finance,,Level-1 (Low),60634.36349551386
EMP-52136,,Finance,35.0,Level-1 (Low),
EMP-87800,  Manager  ,Marketing,5.0,Level-1 (Low),61137.38814361992
EMP-15873,data analyst,Marketing,,Level-2 (Medium),178012.1976455575
EMP-59775,Data Analyst,Engineering,1.0,Level-3 (High),57102.10096206735
EMP-49168,software engineer,Finance,1.0,Level-1 (Low),182177.18456966738
EMP-45715,Project Manager,Engineering,5.0,Level-3 (High),155175.02192864788
EMP-58883,Data Analyst,Finance,3.0,Level-3 (High),128131.15789601115
EMP-98854,software engineer,Engineering,3.0,Level-1 (Low),40033.621973304835
EMP-35624,Data Analyst,Human Resources,8.0,Level-3 (High),161022.24742544
EMP-93047,Software Engineer,Marketing,1.0,Level-2 (Medium),126671.45174816868
EMP-70855,Software Engineer,Engineering,5.0,Level-2 (Medium),56443.78649919295
EMP-18877,Software Engineer,Finance,35.0,Level-3 (High),90867.69014432667
EMP-16836,software engineer,Marketing,12.0,Level-3 (High),91945.88527665538
EMP-56764,SOFTWARE ENGINEER,Engineering,3.0,MISSING,117912.98996453537
EMP-35324,Data Analyst,Marketing,1.0,Level-1 (Low),134343.1216781612
EMP-21678,data analyst,Marketing,5.0,Level-3 (High),69256.56680095833
EMP-64923,Project Manager,Human Resources,1.0,Level-1 (Low),51457.075280799836
EMP-98229,Project Manager,Finance,1.0,Level-1 (Low),138626.99267603317
EMP-31426,  Manager  ,Human Resources,5.0,Level-2 (Medium),29301.60830784754
EMP-93545,SOFTWARE ENGINEER,Human Resources,1.0,Level-2 (Medium),85372.37613629189
EMP-20042,Data Analyst,Finance,1.0,Level-1 (Low),107766.57093021486
EMP-78150,Software Engineer,Marketing,3.0,Level-1 (Low),161129.84387601333
EMP-41206,software engineer,Human Resources,99.0,Level-3 (High),65897.87647591301
EMP-82046,Project Manager,Finance,5.0,Level-1 (Low),98909.23916270491
EMP-20335,Software Engineer,Marketing,12.0,Level-2 (Medium),73210.76417117578
EMP-60007,SOFTWARE ENGINEER,Marketing,5.0,Level-2 (Medium),90042.42163531756
EMP-48057,Software Engineer,Marketing,1.0,Level-1 (Low),177553.92172535622
EMP-42034,,Engineering,,Level-1 (Low),
EMP-30425,Software Engineer,Marketing,,Level-1 (Low),96015.6711568676
EMP-73771,data analyst,Finance,5.0,MISSING,170311.10471626243
EMP-25266,Data Analyst,Human Resources,1.0,Level-3 (High),49754.335195173946
EMP-98799,Software Engineer,Engineering,-2.0,Level-3 (High),65810.93011168894
EMP-15971,Data Analyst,Marketing,3.0,Level-2 (Medium),148339.0097103351
EMP-61406,software engineer,Engineering,3.0,Level-2 (Medium),77844.53262667189
EMP-34120,Project Manager,Engineering,35.0,Level-2 (Medium),113589.70983198535
EMP-62857,Project Manager,Marketing,1.0,Level-1 (Low),128850.41694601823
EMP-63616,Software Engineer,Marketing,1.0,Level-1 (Low),82472.43203937175
EMP-79406,software engineer,Finance,35.0,Level-2 (Medium),130583.39018250105
EMP-66733,Software Engineer,Human Resources,8.0,Level-1 (Low),28367.66841878694
EMP-18084,UNKNOWN,N/A,12.0,Level-1 (Low),63386.66992075396
EMP-90193,Software Engineer,Finance,1.0,Level-1 (Low),164980.6077269897
EMP-51779,software engineer,Finance,3.0,Level-1 (Low),143625.9343626085
EMP-42049,data analyst,Finance,5.0,Level-2 (Medium),169247.6726984054
EMP-96694,data analyst,Finance,3.0,MISSING,152876.71076638746
EMP-50477,software engineer,Engineering,5.0,Level-1 (Low),68513.95572425376
EMP-80192,UNKNOWN,Marketing,5.0,Level-2 (Medium),68231.71946806181
EMP-53348,software engineer,Engineering,12.0,Level-2 (Medium),30308.10764554179
EMP-48296,Project Manager,Engineering,99.0,Level-2 (Medium),95638.28910730116
EMP-96611,  Manager  ,Engineering,1.0,MISSING,178037.0835693321
EMP-80670,SOFTWARE ENGINEER,Engineering,3.0,Level-2 (Medium),93615.28039222313
EMP-22496,Data Analyst,Human Resources,5.0,Level-2 (Medium),72336.08535338858
EMP-58858,Data Analyst,Engineering,5.0,Level-1 (Low),117898.22557231477
EMP-35959,SOFTWARE ENGINEER,Engineering,8.0,Level-1 (Low),125258.80332881508
EMP-80684,  Manager  ,Finance,35.0,Level-2 (Medium),103676.39823519572
EMP-70902,Data Analyst,Engineering,,Level-2 (Medium),168862.31688359057
EMP-18425,Project Manager,Finance,3.0,Level-3 (High),25335.234673930652
EMP-71746,SOFTWARE ENGINEER,Engineering,5.0,Level-2 (Medium),84261.21502484503
EMP-21885,data analyst,Human Resources,8.0,Level-3 (High),32007.40887837874
EMP-85837,Project Manager,Marketing,35.0,Level-3 (High),88009.74486093537
EMP-82478,Project Manager,Human Resources,1.0,Level-1 (Low),162643.00385528817
EMP-58345,software engineer,Finance,1.0,Level-2 (Medium),125137.71792728099
EMP-66218,software engineer,Marketing,8.0,Level-3 (High),115482.27957688583
EMP-86365,data analyst,Engineering,-2.0,Level-3 (High),47922.321560772616
EMP-11853,Software Engineer,Human Resources,8.0,Level-2 (Medium),52244.758235979134
EMP-57336,Project Manager,Engineering,1.0,Level-1 (Low),58758.31930857002
EMP-14327,Software Engineer,Finance,3.0,Level-1 (Low),80583.01042447226
EMP-92105,data analyst,Engineering,3.0,Level-1 (Low),107340.87164055325
EMP-79607,Data Analyst,Engineering,1.0,Level-2 (Medium),183082.90143382247
EMP-68541,Software Engineer,Engineering,,Level-2 (Medium),32158.54449691408
EMP-53154,Project Manager,Engineering,3.0,Level-2 (Medium),102735.07232448882
EMP-36023,Data Analyst,Human Resources,5.0,Level-3 (High),28458.634292906932
EMP-13262,data analyst,N/A,3.0,Level-1 (Low),140068.4377375525
EMP-40982,Data Analyst,Human Resources,3.0,Level-1 (Low),142271.37302345037
EMP-23973,Project Manager,Finance,99.0,Level-2 (Medium),62652.5702114747
EMP-30728,SOFTWARE ENGINEER,Finance,,Level-2 (Medium),86229.68240299136
EMP-64848,Data Analyst,Finance,,Level-2 (Medium),108903.63570839891
EMP-92084,Software Engineer,Finance,12.0,Level-2 (Medium),131493.27178698272
EMP-88528,SOFTWARE ENGINEER,Human Resources,1.0,Level-2 (Medium),142638.12002281455
EMP-21520,Data Analyst,Marketing,5.0,Level-3 (High),70477.9553650482
EMP-88869,Software Engineer,Engineering,3.0,Level-3 (High),108275.6251708594
EMP-30874,software engineer,Human Resources,,Level-1 (Low),120630.89239228066
EMP-92153,data analyst,Finance,8.0,Level-1 (Low),155629.982095031
EMP-55040,Data Analyst,Human Resources,3.0,Level-2 (Medium),130170.03216113566
EMP-53538,Software Engineer,Human Resources,,Level-2 (Medium),160223.78076566692
EMP-53627,Project Manager,Marketing,5.0,Level-1 (Low),152204.16205952066
EMP-95766,Data Analyst,Marketing,8.0,Level-3 (High),68417.5872542073
EMP-17165,  Manager  ,Human Resources,1.0,Level-2 (Medium),91303.65126038613
EMP-93194,Project Manager,Finance,12.0,Level-2 (Medium),149772.8682767739
EMP-56844,Software Engineer,Engineering,12.0,Level-1 (Low),61927.932719065524
EMP-64048,software engineer,Engineering,3.0,MISSING,106962.60530417434
EMP-55763,SOFTWARE ENGINEER,Marketing,35.0,Level-3 (High),106179.01769722828
EMP-15999,software engineer,Marketing,1.0,Level-3 (High),131806.32656410744
EMP-22731,software engineer,Finance,35.0,Level-2 (Medium),61528.782797189604
EMP-69053,software engineer,Marketing,3.0,Level-2 (Medium),112717.53242015449
EMP-67694,software engineer,Engineering,3.0,Level-3 (High),134818.7132089148
EMP-24909,SOFTWARE ENGINEER,Engineering,3.0,Level-2 (Medium),178023.4176197667
EMP-80716,  Manager  ,Engineering,,Level-2 (Medium),39179.98990461404
EMP-50629,software engineer,Engineering,1.0,MISSING,45983.66731653979
EMP-97210,Project Manager,Marketing,5.0,Level-1 (Low),128322.82230371135
EMP-89577,Data Analyst,Finance,12.0,Level-2 (Medium),135960.3374687168
EMP-74411,Project Manager,Finance,5.0,Level-3 (High),109063.7967481145
EMP-92568,software engineer,Marketing,5.0,Level-1 (Low),35790.72689190859
EMP-89525,software engineer,N/A,,Level-1 (Low),94419.74058378012
EMP-73545,Data Analyst,Engineering,5.0,Level-3 (High),144312.78658911068
EMP-73269,Data Analyst,Marketing,8.0,Level-2 (Medium),86627.67855520517
EMP-79827,software engineer,Engineering,5.0,Level-3 (High),54526.81067506551
EMP-30754,UNKNOWN,Marketing,35.0,Level-2 (Medium),131624.3589954945
EMP-87061,Project Manager,Engineering,5.0,Level-3 (High),100459.12044974761
EMP-92010,software engineer,N/A,8.0,Level-3 (High),60675.67029881703
EMP-92647,data analyst,Finance,-2.0,Level-1 (Low),57310.36302061827
EMP-28689,Software Engineer,Marketing,12.0,Level-2 (Medium),48931.363721691545
EMP-13064,UNKNOWN,Finance,,Level-1 (Low),45546.18790701921
EMP-57735,  Manager  ,Human Resources,3.0,Level-3 (High),158258.24258131412
EMP-68962,software engineer,Engineering,1.0,Level-2 (Medium),123127.51416312493
EMP-71595,UNKNOWN,Marketing,3.0,Level-2 (Medium),82128.94218693866
EMP-24763,SOFTWARE ENGINEER,Human Resources,5.0,Level-2 (Medium),138293.06296557712
EMP-36093,SOFTWARE ENGINEER,Engineering,1.0,Level-1 (Low),173761.44419767655
EMP-22287,SOFTWARE ENGINEER,Finance,8.0,MISSING,52676.54652958107
EMP-95679,SOFTWARE ENGINEER,Engineering,12.0,Level-2 (Medium),142133.1645512599
EMP-17427,Software Engineer,Marketing,8.0,Level-1 (Low),39467.27657984045
EMP-86475,Data Analyst,Engineering,1.0,Level-1 (Low),167291.89283868953
EMP-43484,Project Manager,Engineering,12.0,Level-3 (High),160839.72353983184
EMP-74223,Data Analyst,Engineering,3.0,Level-3 (High),36120.16827128496
EMP-99838,Software Engineer,Finance,1.0,Level-3 (High),100254.64827178836
EMP-49385,Data Analyst,Human Resources,5.0,Level-1 (Low),133998.51424930204
EMP-14661,  Manager  ,Engineering,3.0,Level-3 (High),43540.87834653715
EMP-22441,Software Engineer,Engineering,5.0,Level-2 (Medium),67237.18330866192
EMP-75171,Software Engineer,Marketing,12.0,Level-2 (Medium),119228.22182380978
EMP-62565,  Manager  ,Engineering,35.0,Level-2 (Medium),36479.47909695608
EMP-54386,Software Engineer,Engineering,5.0,Level-2 (Medium),142319.03254992052
EMP-11131,UNKNOWN,Finance,35.0,Level-1 (Low),160508.09690668635
EMP-48040,Data Analyst,Marketing,3.0,Level-1 (Low),57818.78056250058
EMP-35445,software engineer,Engineering,,Level-2 (Medium),42225.03414816616
EMP-47188,data analyst,Engineering,8.0,Level-3 (High),150733.1768038334
EMP-49892,SOFTWARE ENGINEER,Human Resources,5.0,Level-2 (Medium),82248.54730785603
EMP-44729,software engineer,Human Resources,12.0,Level-2 (Medium),47317.42305272908
EMP-69396,Data Analyst,Engineering,12.0,Level-2 (Medium),152946.7167942096
EMP-41652,UNKNOWN,Engineering,5.0,Level-1 (Low),79979.54633348808
EMP-60835,software engineer,Finance,35.0,Level-2 (Medium),138908.29998365464
EMP-73625,data analyst,Marketing,12.0,Level-3 (High),173719.91115209577
EMP-92806,Data Analyst,Engineering,1.0,Level-1 (Low),37867.78078052579
EMP-90036,software engineer,Finance,12.0,Level-1 (Low),131353.23469166385
EMP-45901,software engineer,Marketing,12.0,Level-3 (High),132477.02828523744
EMP-42099,Software Engineer,Human Resources,8.0,Level-1 (Low),155275.62333147635
EMP-61253,data analyst,Engineering,99.0,Level-2 (Medium),42894.223521899075
EMP-97488,,Engineering,5.0,Level-2 (Medium),
EMP-75377,UNKNOWN,Engineering,3.0,Level-2 (Medium),67379.53431857609
EMP-38682,Project Manager,Marketing,3.0,Level-2 (Medium),171651.08731628826
EMP-45512,Data Analyst,Finance,5.0,Level-3 (High),42897.20876681645
EMP-84588,software engineer,Engineering,3.0,MISSING,162685.86841163528
EMP-55192,Data Analyst,Human Resources,-2.0,Level-2 (Medium),42572.81381867055
EMP-37470,SOFTWARE ENGINEER,Human Resources,3.0,Level-3 (High),53327.63426995056
EMP-34123,Software Engineer,Human Resources,,Level-2 (Medium),117778.86478718171
EMP-67145,software engineer,Human Resources,3.0,Level-3 (High),121371.34148292398
EMP-52894,  Manager  ,Human Resources,1.0,Level-3 (High),50771.1828457656
EMP-57556,Software Engineer,Engineering,5.0,Level-2 (Medium),75106.36747563322
EMP-13649,UNKNOWN,Marketing,1.0,Level-1 (Low),105303.13954451596
EMP-70951,software engineer,Finance,8.0,MISSING,124094.19602461059
EMP-26052,software engineer,Marketing,1.0,Level-3 (High),64760.59183802219
EMP-88548,software engineer,Engineering,5.0,Level-2 (Medium),62462.57375538113
EMP-50112,software engineer,Engineering,8.0,Level-3 (High),160113.78127339363
EMP-83242,SOFTWARE ENGINEER,Engineering,35.0,Level-3 (High),52316.03036403064
EMP-97412,software engineer,Engineering,5.0,Level-1 (Low),147009.03110592483
EMP-84519,Data Analyst,Marketing,8.0,Level-3 (High),94934.42395952663
EMP-33997,,Finance,5.0,MISSING,
EMP-78390,software engineer,Engineering,3.0,Level-1 (Low),145198.30644094746
EMP-94592,Software Engineer,Marketing,-2.0,Level-3 (High),121310.25435323016
EMP-62382,software engineer,Engineering,1.0,Level-2 (Medium),76008.40324879903
EMP-92811,Software Engineer,Human Resources,12.0,Level-2 (Medium),62982.185634334586
EMP-92573,Data Analyst,Marketing,3.0,Level-2 (Medium),54918.299414819194
EMP-18312,Data Analyst,Engineering,1.0,Level-1 (Low),29706.702461219265
EMP-24140,Project Manager,Engineering,3.0,Level-3 (High),131305.37092172157
EMP-58617,Project Manager,Human Resources,35.0,MISSING,104075.61326441733
EMP-70314,software engineer,Engineering,8.0,Level-3 (High),118834.90442036715
EMP-35704,Software Engineer,Engineering,3.0,Level-3 (High),171517.00110612487
EMP-49033,Project Manager,Engineering,,Level-3 (High),69313.42189864813
EMP-24607,Data Analyst,N/A,5.0,Level-1 (Low),128488.78296524653
EMP-76681,Software Engineer,Human Resources,35.0,Level-3 (High),30607.598321114438
EMP-23554,  Manager  ,Marketing,3.0,Level-1 (Low),70697.61310166564
EMP-67534,Software Engineer,Human Resources,3.0,Level-1 (Low),128972.09379394789
EMP-10343,data analyst,Finance,,Level-1 (Low),153935.920033241
EMP-55856,Software Engineer,Finance,1.0,MISSING,130273.88148421097
EMP-91038,Data Analyst,Finance,8.0,Level-2 (Medium),59453.01268329247
EMP-83845,Software Engineer,Engineering,3.0,Level-2 (Medium),70027.6047003778
EMP-66733,Data Analyst,Human Resources,12.0,Level-2 (Medium),29144.0914489681
EMP-16974,Software Engineer,Finance,3.0,Level-1 (Low),47116.488974666645
EMP-67429,Data Analyst,Engineering,8.0,Level-1 (Low),30121.299590703038
EMP-63183,software engineer,Marketing,3.0,Level-3 (High),160004.59731324544
EMP-44993,software engineer,Engineering,8.0,Level-1 (Low),143673.97571387223
EMP-27717,software engineer,N/A,1.0,Level-1 (Low),178480.40849220532
EMP-69585,Software Engineer,Engineering,3.0,Level-1 (Low),138019.6861521877
EMP-68773,Data Analyst,Marketing,35.0,Level-2 (Medium),166803.30538384742
EMP-59235,Software Engineer,Engineering,35.0,Level-2 (Medium),33458.61896241399
EMP-33752,SOFTWARE ENGINEER,Finance,3.0,Level-3 (High),69212.68260159183
EMP-98204,software engineer,Human Resources,5.0,Level-2 (Medium),86586.6152663342
EMP-97138,Data Analyst,Finance,1.0,Level-3 (High),42552.697183949975
EMP-16977,software engineer,Engineering,5.0,Level-2 (Medium),161748.01047872961
EMP-59839,Software Engineer,N/A,35.0,Level-2 (Medium),65777.26881120374
EMP-35556,data analyst,Human Resources,1.0,Level-1 (Low),164292.63378574917
EMP-85060,SOFTWARE ENGINEER,N/A,99.0,Level-2 (Medium),126213.81589913656
EMP-16331,Project Manager,Engineering,3.0,Level-2 (Medium),164233.76211157566
EMP-82401,Data Analyst,Marketing,1.0,Level-2 (Medium),40531.031217307485
EMP-18172,Project Manager,Human Resources,35.0,Level-2 (Medium),126859.237761273
EMP-86499,Software Engineer,Engineering,12.0,Level-2 (Medium),44123.49878819022
EMP-61133,Software Engineer,Marketing,3.0,Level-2 (Medium),157490.910054897
EMP-47011,UNKNOWN,Marketing,35.0,Level-3 (High),123989.01756311514
EMP-19974,software engineer,Engineering,3.0,Level-3 (High),53538.37374002977
EMP-10882,UNKNOWN,Finance,35.0,Level-2 (Medium),131579.62228733653
EMP-18861,Data Analyst,Finance,8.0,Level-2 (Medium),142562.04897606475
EMP-29414,software engineer,Engineering,5.0,Level-3 (High),50275.98372706857
EMP-65082,Data Analyst,Engineering,3.0,Level-1 (Low),35300.78860888356
EMP-94562,SOFTWARE ENGINEER,Marketing,8.0,Level-2 (Medium),72117.79856621951
EMP-45866,Project Manager,Finance,3.0,Level-2 (Medium),139137.1523245538
EMP-68911,software engineer,Engineering,3.0,Level-2 (Medium),68612.93648275116
EMP-56061,Data Analyst,Engineering,,Level-2 (Medium),54498.57876131755
EMP-93028,software engineer,Marketing,1.0,Level-3 (High),93316.40661176553
EMP-48587,SOFTWARE ENGINEER,Human Resources,3.0,Level-1 (Low),68759.762901991
EMP-12945,Project Manager,Human Resources,99.0,Level-2 (Medium),143829.02379441314
EMP-62610,UNKNOWN,Engineering,35.0,Level-1 (Low),41662.01785190696
EMP-83607,software engineer,Marketing,35.0,Level-2 (Medium),64843.257479318214
EMP-50980,  Manager  ,Engineering,1.0,Level-3 (High),32618.149388724778
EMP-95166,software engineer,Engineering,5.0,Level-3 (High),83669.09026121165
EMP-80922,Project Manager,Finance,5.0,Level-1 (Low),76205.36084241359
EMP-83166,Data Analyst,Marketing,,Level-2 (Medium),72415.08969212894
EMP-21180,UNKNOWN,Engineering,1.0,Level-2 (Medium),87064.39438186612
EMP-95986,software engineer,Marketing,3.0,Level-2 (Medium),70300.65195229156
EMP-20188,data analyst,Human Resources,8.0,Level-2 (Medium),75150.26515869334
EMP-30571,Project Manager,Engineering,8.0,Level-2 (Medium),115684.26710415608
EMP-48067,Software Engineer,Marketing,5.0,Level-3 (High),39371.6648047822
EMP-12905,UNKNOWN,Engineering,12.0,Level-2 (Medium),82826.81076528922
EMP-84248,Data Analyst,Engineering,3.0,Level-3 (High),122216.0836307798
EMP-98976,software engineer,Human Resources,8.0,Level-2 (Medium),142031.31959863333
EMP-21167,software engineer,Marketing,12.0,Level-2 (Medium),163080.90834648345
EMP-77458,data analyst,Finance,5.0,Level-1 (Low),52484.64209040074
EMP-95292,UNKNOWN,Finance,3.0,Level-1 (Low),75088.21466326938
EMP-19279,data analyst,Finance,1.0,Level-1 (Low),162784.98811130927
EMP-47436,SOFTWARE ENGINEER,Finance,3.0,Level-1 (Low),162290.84814445532
EMP-75433,software engineer,Marketing,8.0,Level-2 (Medium),171491.97344803973
EMP-39016,data analyst,Marketing,35.0,Level-2 (Medium),172123.66676074464
EMP-78476,software engineer,Engineering,8.0,Level-2 (Medium),45020.76128256494
EMP-32904,Project Manager,Engineering,8.0,Level-1 (Low),179066.3194924139
EMP-36836,Software Engineer,Engineering,35.0,Level-3 (High),71261.20986066935
EMP-65686,  Manager  ,Finance,35.0,Level-2 (Medium),87391.1659942372
EMP-55088,software engineer,Engineering,8.0,Level-3 (High),45150.02954276172
EMP-40018,Software Engineer,Engineering,,Level-2 (Medium),146642.17481762165
EMP-25619,Software Engineer,Engineering,12.0,Level-2 (Medium),109546.77864436973
EMP-63634,data analyst,Marketing,5.0,Level-1 (Low),50191.21020588676
EMP-28871,software engineer,Engineering,1.0,Level-3 (High),139990.97585964462
EMP-68051,data analyst,Finance,1.0,Level-2 (Medium),136216.89662770618
EMP-23903,Software Engineer,Engineering,35.0,Level-2 (Medium),34880.666679187605
EMP-29572,Software Engineer,Marketing,5.0,Level-2 (Medium),120413.0858831917
EMP-23435,Data Analyst,Engineering,5.0,Level-1 (Low),171064.16930526483
EMP-99666,Project Manager,Marketing,,Level-1 (Low),128438.23631810401
EMP-66805,Project Manager,Engineering,5.0,Level-1 (Low),61059.34952711339
EMP-83097,Software Engineer,Marketing,35.0,Level-3 (High),72823.8137274305
EMP-55028,,Engineering,1.0,Level-3 (High),
EMP-40047,Data Analyst,N/A,8.0,Level-1 (Low),61106.49082658526
EMP-13239,,Finance,,Level-2 (Medium),
EMP-66075,  Manager  ,N/A,8.0,Level-2 (Medium),105552.63812634481
EMP-46079,Project Manager,Engineering,5.0,Level-3 (High),141062.50016050454
EMP-57060,software engineer,N/A,1.0,MISSING,133778.38145067182
EMP-28138,Software Engineer,Human Resources,5.0,Level-1 (Low),100297.00840490923
EMP-81193,data analyst,Human Resources,35.0,Level-2 (Medium),120504.23833524395
EMP-46551,software engineer,Finance,1.0,Level-2 (Medium),28888.313152161907
EMP-42497,SOFTWARE ENGINEER,Engineering,8.0,Level-3 (High),162371.24369397335
EMP-86268,SOFTWARE ENGINEER,Human Resources,35.0,Level-2 (Medium),112929.53694902561
EMP-34278,software engineer,Engineering,1.0,Level-3 (High),145236.91167157592
EMP-42158,Software Engineer,Engineering,-2.0,Level-3 (High),34817.64278899119
EMP-12124,Data Analyst,Marketing,12.0,Level-2 (Medium),97545.76300332762
EMP-17097,Software Engineer,Finance,3.0,Level-2 (Medium),44585.42199308584
EMP-34067,software engineer,Human Resources,3.0,Level-2 (Medium),53705.195163113065
EMP-37985,data analyst,Marketing,5.0,Level-2 (Medium),94798.97461786495
EMP-24722,Project Manager,Finance,3.0,Level-2 (Medium),122423.584068818
EMP-72095,software engineer,Finance,1.0,Level-3 (High),181220.9228795439
EMP-44371,software engineer,Marketing,3.0,Level-2 (Medium),163150.79892495292
EMP-86732,  Manager  ,Human Resources,3.0,Level-3 (High),142578.358184324
EMP-48065,Software Engineer,Engineering,35.0,Level-1 (Low),50281.936204689264
EMP-42987,SOFTWARE ENGINEER,Engineering,1.0,Level-3 (High),152441.3032536193
EMP-93802,software engineer,Engineering,35.0,Level-3 (High),107839.0383105309
EMP-25625,SOFTWARE ENGINEER,Engineering,8.0,Level-1 (Low),126766.27699634877
EMP-79397,Software Engineer,Marketing,3.0,Level-3 (High),120666.8232473232
EMP-68647,Software Engineer,Engineering,5.0,Level-2 (Medium),84636.38764746106
EMP-37367,SOFTWARE ENGINEER,Human Resources,3.0,Level-2 (Medium),99573.7711099634
EMP-32061,software engineer,Human Resources,12.0,Level-3 (High),123710.06694433403
EMP-12470,UNKNOWN,Finance,8.0,Level-3 (High),81820.53770602886
EMP-95901,,Marketing,8.0,Level-2 (Medium),
EMP-77613,SOFTWARE ENGINEER,Engineering,5.0,Level-2 (Medium),72287.84757794943
EMP-71933,software engineer,Marketing,35.0,Level-1 (Low),61657.0883605452
EMP-77328,SOFTWARE ENGINEER,Human Resources,8.0,Level-2 (Medium),85821.6537579916
EMP-59057,Data Analyst,Engineering,3.0,Level-1 (Low),142915.3932907778
EMP-74850,Software Engineer,Engineering,5.0,Level-2 (Medium),54477.13838519204
EMP-59583,SOFTWARE ENGINEER,Finance,,Level-2 (Medium),66625.88193905953
EMP-87822,software engineer,Finance,35.0,MISSING,76753.73228844348
EMP-17874,software engineer,N/A,8.0,Level-3 (High),75471.2249703964
EMP-67383,Data Analyst,N/A,12.0,Level-2 (Medium),119762.79800033147
EMP-58775,SOFTWARE ENGINEER,Marketing,1.0,Level-1 (Low),149235.61761972788
EMP-36616,data analyst,Engineering,3.0,Level-1 (Low),135515.49380819866
EMP-65129,software engineer,Engineering,8.0,Level-2 (Medium),65836.79546492838
EMP-19035,Data Analyst,Human Resources,1.0,Level-3 (High),88417.47352876306
EMP-70776,data analyst,Finance,5.0,Level-2 (Medium),52709.40419648944
EMP-15548,Data Analyst,Engineering,-2.0,Level-3 (High),140091.64128815717
EMP-46454,software engineer,Finance,1.0,Level-3 (High),173803.57462651248
EMP-76527,  Manager  ,Engineering,,Level-3 (High),120294.20034004199
EMP-44225,Software Engineer,N/A,3.0,Level-3 (High),100727.44618073502
